n,text,label
5393,Arquivado Definitivamente,H:Arquivado
5394,Certidão de Cartório Expedida AUTOS Nº 1.637/15 Certifico e dou fé que decorreu o prazo concedido na r. Decisão de fls. 1175/1176 sem manifestação da entidade devedora. Nada Mais.,H:Ativo
5395,Tipo do Movimento:Trânsito em Julgado ,H:Ativo
5396,Arquivado Definitivamente,H:Arquivado
5397,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:892Maço recebido pelo arquivo em:06/09/2018Local de arquivamento:Arquivo Geral - Rio de Janeiro,H:Arquivado
5398,Arquivado Definitivamente Caixa Recall 4421/2017,H:Arquivado
5399,Certidão de Publicação Expedida Relação :0323/2017 Data da Disponibilização: 19/09/2017 Data da Publicação: 20/09/2017 Número do Diário: 2433 Página: 2395/2410,H:Ativo
5400,Arquivado Definitivamente,H:Arquivado
5401,Autos no Prazo ag prazo protocolo 02/05/19 decurso 09/05/19,H:Ativo
5402,Arquivado Definitivamente CAIXA 4569/2017,H:Arquivado
5403,Petição Juntada Nº Protocolo: WFPA.15.70122801-0 Tipo da Petição: Petições Diversas Data: 11/06/2015 11:22,H:Ativo
5404,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoSituação:Em fase de encaminhamento ao arquivo,H:Arquivado
5405,Arquivado Provisoriamente,H:Suspenso
5406,Trânsito em Julgado às partes Certidão - Trânsito em Julgado,H:Arquivado
5407,Certidão de Cartório Expedida Certidão - Genérica,H:Suspenso
5408,Arquivado Provisoriamente,H:Suspenso
5409,Expedição de documento,H:Ativo
5410,Certidão de Publicação Expedida Relação :0333/2016 Data da Disponibilização: 15/12/2016 Data da Publicação: 16/12/2016 Número do Diário: 2260 Página: 997/1010,H:Arquivado
5411,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:6237Situação:Em fase de encaminhamento ao arquivo,H:Arquivado
5412,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoSituação:Em fase de encaminhamento ao arquivo,H:Arquivado
5413,Mandado Devolvido Cumprido Positivo Certidão - Oficial de Justiça - Mandado Cumprido Positivo,H:Arquivado
5414,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoSituação:Em fase de encaminhamento ao arquivo,H:Arquivado
5415,Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Procedimento Comum - Número: 80003 - Protocolo: FPIA18000020062,H:Ativo
5416,Trânsito em Julgado às partes - com Baixa,H:Arquivado
5417,Suspensão do Prazo Prazo referente ao usuário foi alterado para 14/03/2019 devido à alteração da tabela de feriados,H:Ativo
5418,Certidão de Publicação Expedida Relação :0021/2018 Data da Disponibilização: 08/02/2018 Data da Publicação: 09/02/2018 Número do Diário: 2513 Página: 4075/4084,H:Arquivado
5419,Certidão de Cartório Expedida Certidão de devolução de pedido de diligência,H:Ativo
5420,Baixa Definitiva arquivado pacote 6153/18,H:Arquivado
5421,Arquivado Definitivamente - Processo Findo com Condenação Pacote: 9475/2016,H:Arquivado
5422,Arquivado Definitivamente EXTINTO,H:Arquivado
5423,Certidão de Publicação Expedida Relação :0010/2019 Data da Disponibilização: 26/03/2019 Data da Publicação: 27/03/2019 Número do Diário: 2775 Página: 3100/3104,H:Ativo
5424,Certidão de Publicação Expedida Relação :0103/2018 Data da Disponibilização: 29/05/2018 Data da Publicação: 30/05/2018 Número do Diário: 2585 Página: 1232/1252,H:Arquivado
5425,Início da Execução Juntado 0016297-71.2017.8.26.0007 - Cumprimento de sentença,H:Arquivado
5426,Decurso de Prazo,H:Arquivado
5427,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:10632Maço recebido pelo arquivo em:18/03/2015Local de arquivamento:Arquivo Geral - Rio de Janeiro,H:Arquivado
5428,Arquivado Definitivamente,H:Arquivado
5429,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:14883Maço recebido pelo arquivo em:12/01/2016Local de arquivamento:Arquivo Geral - Rio de Janeiro,H:Arquivado
5430,Remessa do Arquivo Remessa ao arquivo geral. Caixa 5509/2017.,H:Arquivado
5431,Certidão de Publicação Expedida Relação :0247/2018 Data da Disponibilização: 02/04/2018 Data da Publicação: 03/04/2018 Número do Diário: 2546 Página: 879/885,H:Ativo
5432,Trânsito em Julgado às partes - com Baixa,H:Arquivado
5433,Início da Execução Juntado 0002221-98.2017.8.26.0053 - Cumprimento Provisório de Sentença,H:Ativo
5434,"Edital 57/2017Publicado No Doe Nº 3461, Em 17/03/2017 Publicação De Edital",H:Arquivado
5435,Petição Juntada Nº Protocolo: WFPA.19.70117299-0 Tipo da Petição: Petições Diversas Data: 12/03/2019 14:57,H:Ativo
5436,Decisão,H:Ativo
5437,Arquivado Definitivamente,H:Arquivado
5438,Arquivado Provisoriamente REMESSA À RECALL,H:Suspenso
5439,Arquivado Definitivamente,H:Arquivado
5440,Certidão de Cartório Expedida Certidão - Genérica,H:Ativo
5441,Suspensão do Prazo Prazo referente ao usuário foi alterado para 22/02/2019 devido à alteração da tabela de feriados Prazo referente ao usuário foi alterado para 20/02/2019 devido à alteração da tabela de feriados Prazo referente ao usuário foi alterado para 20/02/2019 devido à alteração da tabela de feriados,H:Ativo
5442,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 1ª. Vara Cível,H:Ativo
5443,Certidão de Publicação Expedida Relação :0031/2019 Data da Disponibilização: 22/02/2019 Data da Publicação: 25/02/2019 Número do Diário: 2755 Página: 2104/2125,H:Ativo
5444,Arquivado Definitivamente,H:Arquivado
5445,Arquivado Definitivamente ARQUIVADO DEFINITIVAMENTE,H:Arquivado
5446,"Petição Juntada Nº Protocolo: WFPA.19.70103330-2 Tipo da Petição: Petição Juntando Cópia do Agravo (Art. 1.018, do CPC) Data: 02/03/2019 21:39",H:Ativo
5447,Arquivado Definitivamente,H:Arquivado
5448,Certidão de Publicação Expedida Relação :0201/2019 Data da Disponibilização: 25/03/2019 Data da Publicação: 26/03/2019 Número do Diário: 2774 Página: 2035/2038,H:Ativo
5449,Petição Juntada Juntada a petição diversa - Tipo: Petição Intermediária em Procedimento Sumário - Número: 80003 - Protocolo: FFPA15002988759,H:Arquivado
5450,Arquivado Definitivamente,H:Arquivado
5451,Arquivado Definitivamente,H:Arquivado
5452,Certidão de Publicação Expedida Relação :0022/2019 Data da Disponibilização: 06/02/2019 Data da Publicação: 07/02/2019 Número do Diário: 2743 Página: 3766/3771,H:Ativo
5453,Nro Da Relação: 148/2017 Data: 24/04/2017 Qtde Vols.: 4 Arquivamento De Ação Trabalhista (Ordinário),H:Arquivado
5454,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:6315Situação:Em fase de encaminhamento ao arquivo,H:Arquivado
5455,Ato ordinatório Manifeste-se o autos sobre as contestações ofertadas.,H:Ativo
5456,Mensagem Eletrônica (e-mail) Juntada,H:Arquivado
5457,Arquivado Definitivamente,H:Arquivado
5458,Arquivado Definitivamente PROCESSO ARQUIVADO EM 20/07/2017 NA CAIXA 7231/17,H:Arquivado
5459,Trânsito em Julgado às partes - com Baixa,H:Arquivado
5460,Remetidos os Autos para o Perito para manifestação. retorno dos autos e m _______/______/2019. Tipo de local de destino: Perito Especificação do local de destino: Perito Vencimento: 12/03/2019,H:Ativo
5461,Arquivado Definitivamente PACOTE 8682/2018,H:Arquivado
5462,Arquivado Definitivamente,H:Arquivado
5463,Certidão de Publicação Expedida Relação :0047/2019 Data da Disponibilização: 25/02/2019 Data da Publicação: 26/02/2019 Número do Diário: 2756 Página: 1425/1432,H:Ativo
5464,Arquivado Definitivamente,H:Arquivado
5465,Ofício Juntado,H:Ativo
5466,Processo Desarquivado Sem Reabertura,H:Ativo
5467,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
5468,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoSituação:Em fase de encaminhamento ao arquivo,H:Arquivado
5469,Certidão de Publicação Expedida Relação :0256/2018 Data da Disponibilização: 15/10/2018 Data da Publicação: 16/10/2018 Número do Diário: 2679 Página: 1205/1211,H:Arquivado
5470,"Certidão de Trânsito em Julgado com Baixa Expedida Autos n. 2013/000823. Certifico e dou fé que a r. sentença de fls. 261/262 transitou em julgado para as partes em 27/09/2018. Nada Mais. Campinas, 08 de outubro de 2018.",H:Arquivado
5471,Trânsito em Julgado às partes Certifico e dou fé que a r. sentença de fls. 90 transitou em julgado em 09-02-2018.,H:Arquivado
5472,Certidão de Publicação Expedida Relação :0017/2019 Data da Disponibilização: 08/02/2019 Data da Publicação: 11/02/2019 Número do Diário: 2745 Página: 1518/1525,H:Ativo
5473,Certidão de Cartório Expedida Certidão - Genérica,H:Ativo
5474,Arquivado Provisoriamente,H:Suspenso
5475,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
5476,Baixa Definitiva,H:Arquivado
5477,Certidão de Trânsito em Julgado com Baixa Expedida Certidão - Trânsito em Julgado com Baixa - Processo Digital,H:Arquivado
5478,Baixa Definitiva,H:Arquivado
5479,Arquivado Definitivamente,H:Arquivado
5480,Arquivado Definitivamente,H:Arquivado
5481,Certidão de Publicação Expedida Relação :0082/2019 Data da Disponibilização: 01/04/2019 Data da Publicação: 02/04/2019 Número do Diário: 2779 Página: 1206-1210,H:Ativo
5482,Arquivado Definitivamente,H:Arquivado
5483,Arquivado Definitivamente,H:Arquivado
5484,Suspensão do Prazo Prazo referente ao usuário foi alterado para 12/05/2020 devido à alteração da tabela de feriados,H:Arquivado
5485,Início da Execução Juntado 0002890-68.2017.8.26.0210 - Cumprimento de sentença,H:Arquivado
5486,Certidão de Publicação Expedida Relação :1531/2018 Data da Disponibilização: 31/01/2019 Data da Publicação: 01/02/2019 Número do Diário: 2739 Página: 1736/1746,H:Ativo
5487,Autos no Prazo PRAZO 02/04/19,H:Ativo
5488,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados Pacote 14004/2015 - Vols. 1 a 2,H:Arquivado
5489,Trânsito em Julgado às partes - com Baixa,H:Arquivado
5490,Arquivado Definitivamente,H:Arquivado
5491,Arquivado Definitivamente CAIXA 3800/2017,H:Arquivado
5492,Autos Entregues em Carga ao Advogado do Autor Tipo de local de destino: Advogado Especificação do local de destino: Bruno Silva Gomes,H:Ativo
5493,Certidão de Publicação Expedida Relação :0265/2018 Data da Disponibilização: 28/03/2018 Data da Publicação: 02/04/2018 Número do Diário: 2545 Página: 3069/3072,H:Ativo
5494,Certidão de Cartório Expedida Certidão - Genérica,H:Ativo
5495,Arquivado Definitivamente,H:Arquivado
5496,Arquivado Definitivamente,H:Arquivado
5497,Arquivado Provisoriamente,H:Suspenso
5498,Autos Destruídos Autos destruídos aos 21/02/2018 conforme edital publicado aos 05/12/2017 e fixado no átrio do Fórum desta Comarca.,H:Arquivado
5499,Certidão de Publicação Expedida Relação :0033/2018 Data da Disponibilização: 13/11/2018 Data da Publicação: 19/11/2018 Número do Diário: 2699 Página: 1456/1461,H:Suspenso
5500,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
5501,Autos Destruídos EDITAL 11/2017 - DESTRU´ÍDOS EM 31 DE JANEIRO DE 2018 - TERMO CIRCUNSTANCIADO EM 11 DE ABRIL DE 2018,H:Arquivado
5502,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
5503,"Arquivado Provisoriamente - Execução Frustrada RETORNO AO ARQUIVO, CAIXA Nº 1855/2008",H:Suspenso
5504,Arquivado Definitivamente,H:Arquivado
5505,Arquivado Definitivamente,H:Arquivado
5506,Certidão de Cartório Expedida Certidão - Genérica,H:Ativo
5507,Petição Juntada Nº Protocolo: WBRE.18.70041801-3 Tipo da Petição: Petições Diversas Data: 05/04/2018 17:59,H:Ativo
5508,Conclusos para Despacho,H:Ativo
5509,Certidão de Trânsito em Julgado com Baixa Expedida Certidão - Trânsito em Julgado com Baixa - Processo Digital,H:Arquivado
5510,Arquivado Definitivamente Pacote nº 12.591/18 (1º e 2º volumes) - Justiça Gratuita.,H:Arquivado
5511,Remetidos os Autos para o Tribunal Regional Federal – TRF3 - Apelação – Processo Digital,H:Ativo
5512,Extinta A Execução/Cumprimento Da Sentença Pela Satisfação Da Obrigação,H:Arquivado
5513,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 1ª Vara de Fazenda Pública,H:Suspenso
5514,Petição Juntada Nº Protocolo: WFPA.19.70003439-9 Tipo da Petição: Petições Diversas Data: 08/01/2019 17:22,H:Ativo
5515,Arquivado Provisoriamente,H:Suspenso
5516,Nro Da Relação: 576/2016 Data: 11/04/2016 Qtde Vols.: 1 Arquivamento De Ação Trabalhista (Ordinário),H:Arquivado
5517,Arquivado Definitivamente,H:Arquivado
5518,Certidão de Publicação Expedida Relação :0104/2019 Data da Disponibilização: 01/04/2019 Data da Publicação: 02/04/2019 Número do Diário: 2779 Página: 2889/2902,H:Ativo
5519,Ato Ordinatório - Não Publicável Ato Ordinatório - Genérico - Com Atos e Não Publicável,H:Ativo
5520,Arquivado Provisoriamente - Execução Frustrada Arquivado provisoriamente na caixa 1959/2018-CÍVEL,H:Suspenso
5521,Certidão de Publicação Expedida Relação :0084/2019 Data da Disponibilização: 01/03/2019 Data da Publicação: 07/03/2019 Número do Diário: 2760 Página: 3413/3415,H:Ativo
5522,Arquivado Provisoriamente - Execução Frustrada Arquivado no Pacote nº 2164/2018 em 31/08/2018 Recall F9001971533659-1º vol Recall F9001971533658-2º vol,H:Suspenso
5523,Certidão Juntada Nº Protocolo: FBRE.15.00007502-3 Tipo da Petição: Petições Diversas Data: 21/01/2015 17:44,H:Arquivado
5524,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados Pac.; 7259/2018 - 1ºe2ºvol+Apenso,H:Arquivado
5525,Arquivado Definitivamente,H:Arquivado
5526,Tipo do Movimento:Publicado edital em  Folhas do DJERJ.:135/136,H:Ativo
5527,Arquivado Provisoriamente ARQUIVO PROVISÓRIO,H:Suspenso
5528,"Certidão de Cartório Expedida C E R T I D Ã OCertifico e dou fé que a ação Monitória - Contratos Bancários, ajuizada por 'Banco do Brasil S/A contra Márcio R - Comércio e Impressão Digital Ltda - ME e outros, feito distribuído na 2ª Vara Cível sob número 0002982-65.2015.8.26.0291. Nada Mais. Jaboticabal, 29 de maio de 2018. Eu, Marli Aparecida do Amaral Faria, Escrevente Técnico Judiciário, assino digitalmente.C E R T I D Ã OCertifico e dou fé que nesta data conferi as folhas do processo, encontrando-se correta a numeração das mesmas. Nada Mais, Jaboticabal, 29 de maio de 2018. Eu, Marli Aparecida do Amaral Faria, Escrevente Técnico Judiciário, assino digitalmente.C E R T I D Ã O - INEXISTÊNCIA DE MÍDIA DIGITALCertifico e dou fé haver verificado não existirem arquivos audiovisuais gravados em mídias digitais e/ou depositados pelas partes em cartório. Nada Mais. Jaboticabal, 29 de maio de 2018. Eu, Marli Aparecida do Amaral Faria, Escrevente Técnico Judiciário, assino digitalmente.C E R T I D Ã O - REMESSAAos 29 de maio de 2018, em cumprimento ao r. Despacho/Decisão de fls. 277, faço a remessa dos presentes autos ao Egrégio Tribunal de Justiça de São Paulo Seção de Direito Privado - Primeira Subseção (I.28), 1ª a 24ª Câmaras, Complexo Judiciário Ipiranga, sala 45, com as movimentações necessárias no sistema SAJPG5. Nada Mais. Jaboticabal, 29 de maio de 2018. Eu, Marli Aparecida do Amaral Faria, Escrevente Técnico Judiciário, assino digitalmente.",H:Ativo
5529,Certidão de Publicação Expedida Relação :0124/2019 Data da Disponibilização: 20/02/2019 Data da Publicação: 21/02/2019 Número do Diário: 2753 Página: 2581,H:Suspenso
5530,Certidão de Publicação Expedida Relação :0280/2019 Data da Disponibilização: 28/03/2019 Data da Publicação: 29/03/2019 Número do Diário: 2777 Página: 1716/1735,H:Ativo
5531,Suspensão do Prazo Prazo referente à movimentação foi alterado para 11/04/2019 devido à alteração da tabela de feriados,H:Ativo
5532,Arquivado Definitivamente,H:Arquivado
5533,Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Execução de Título Extrajudicial - Número: 80034 - Protocolo: FSRP19000107282,H:Ativo
5534,Remetidos os Autos para o Tribunal de Justiça - Seção Criminal Foram dados baixa do Tribunal de Justiça erroneamente. Sendo que o mesmo encontra-se ainda no T.JUSTIÇA DESDE 03/08/2017.,H:Ativo
5535,Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Outros Feitos não Especificados - Número: 80010 - Protocolo: FSCB18000450562,H:Ativo
5536,Arquivado Definitivamente,H:Arquivado
5537,Início da Execução Juntado 0018895-37.2017.8.26.0576 - Cumprimento de sentença,H:Ativo
5538,Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Procedimento Comum - Número: 80004 - Protocolo: FPIN18000260449,H:Ativo
5539,Petição Juntada,H:Ativo
5540,Remetida a Carta Precatória ao Cartório de Origem Cumprida Positiva,H:Arquivado
5541,Petição Juntada Nº Protocolo: WJMJ.18.40648183-8 Tipo da Petição: Petições Diversas Data: 25/05/2018 11:03,H:Ativo
5542,Tipo do Movimento:Envio de Documento Eletrônico ,H:Ativo
5543,Certidão de Publicação Expedida Relação :0183/2019 Data da Disponibilização: 01/04/2019 Data da Publicação: 02/04/2019 Número do Diário: 2779 Página: 1859/1864,H:Ativo
5544,Arquivado Provisoriamente VOL. UN,H:Suspenso
5545,Certidão de Publicação Expedida Relação :0355/2017 Data da Disponibilização: 03/03/2017 Data da Publicação: 06/03/2017 Número do Diário: 2299 Página: 1473/1477,H:Ativo
5546,Conclusos para Despacho,H:Ativo
5547,Arquivado Definitivamente Remessa ao Arquivo Geral,H:Arquivado
5548,Certidão de Não Consulta ao Teor da Informação - Contagem de Prazo do Ato - Expedida Certidão de Não Leitura - Contagem de Prazo do Ato,H:Ativo
5549,Certidão de Objeto e Pé Expedida Certidão - Objeto e Pé - Cível,H:Ativo
5550,Arquivado Provisoriamente ARQUIVO PROVISÓRIO EM 10/09/2018,H:Suspenso
5551,Certidão - Emissão Contingência-Excepcional Expedida (BNMP 2.0) Certidão - Emissão Contingência-Excepcional - Mandados de Prisão - (Exclusivo BNMP 2.0),H:Arquivado
5552,Arquivado Definitivamente,H:Arquivado
5553,"Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Exibição de Documento ou Coisa Cível em Falência de Empresários, Sociedades Empresáriais, Microempresas e Empresas de Pequeno Porte - Número: 80176 - Protocolo: FBTU18000377648",H:Ativo
5554,"Arquivado Provisoriamente Arquivado Maço: 9067/17 (1º,2ºvl.)",H:Suspenso
5555,"Trânsito em Julgado às partes - Com Baixa - Sentenças do art. 267, I, IV, VI e IX do CPC - Sem Citação",H:Arquivado
5556,Petição Juntada Nº Protocolo: WFPA.17.80004061-5 Tipo da Petição: Petição Intermediária Data: 23/01/2017 17:17,H:Arquivado
5557,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
5558,Ofício Juntado,H:Arquivado
5559,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoSituação:Em fase de encaminhamento ao arquivo,H:Arquivado
5560,Guia Juntada em 05/12/2017,H:Arquivado
5561,Documento Juntado,H:Ativo
5562,Suspensão do Prazo Prazo referente ao usuário foi alterado para 22/02/2019 devido à alteração da tabela de feriados,H:Ativo
5563,Certidão de Cartório Expedida Certidão - Genérica,H:Ativo
5564,Apensado ao processo Apensado ao processo 1033148-86.2017.8.26.0002 - Classe: Procedimento Comum - Assunto principal: Interpretação / Revisão de Contrato,H:Ativo
5565,Suspensão do Prazo Prazo referente ao usuário foi alterado para 01/05/2025 devido à alteração da tabela de feriados,H:Ativo
5566,Petição Juntada Nº Protocolo: WJMJ.15.40346541-3 Tipo da Petição: Petições Diversas Data: 13/05/2015 17:11,H:Arquivado
5567,Certidão de Trânsito em Julgado com Baixa Expedida Certidão - Trânsito em Julgado com Baixa - Processo Digital,H:Arquivado
5568,Arquivado Definitivamente,H:Arquivado
5569,Certidão de Publicação Expedida Relação :0190/2018 Data da Disponibilização: 16/04/2018 Data da Publicação: 17/04/2018 Número do Diário: 2556 Página: 1373/1377,H:Ativo
5570,Certidão de Publicação Expedida Relação :0998/2016 Data da Disponibilização: 01/08/2016 Data da Publicação: 02/08/2016 Número do Diário: 2169 Página: 800/802,H:Suspenso
5571,Tipo do Movimento:Ato Ordinatório Praticado Descrição:Certifico e dou fé que as custas pendentes  foram corretamente recolhidas pela parte devedora.,H:Arquivado
5572,Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público CONTROLE: 3376/13 ( 1º E 2º VOLUMES) Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo,H:Ativo
5573,Conclusos para Sentença,H:Ativo
5574,Suspensão do Prazo Prazo referente ao usuário foi alterado para 05/06/2019 devido à alteração da tabela de feriados,H:Ativo
5575,Certidão de Publicação Expedida Relação :0297/2019 Data da Disponibilização: 22/03/2019 Data da Publicação: 25/03/2019 Número do Diário: 27731274/1 Página:,H:Ativo
5576,Tipo do Movimento:Ato Ordinatório Praticado Descrição:ag. resposta  do ofício de fls. 249.,H:Ativo
5577,Arquivado Provisoriamente Pacote nº 12.459/18 (1º ao 4º volumes) - Justiça Gratuita.,H:Suspenso
5578,"Despacho Defiro. Anote-se. S.P., 06.11.2018 (Despacho proferido no Ofício 24/18, de CCP 1, deferindo o prazo de 30 dias úteis, requerido pela Contadoria).",H:Ativo
5579,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
5580,Arquivado Definitivamente,H:Arquivado
5581,Certidão de Cartório Expedida Certidão - Genérica,H:Arquivado
5582,Ofício Expedido Fazenda Pública - Execução Multa,H:Arquivado
5583,Certidão de Publicação Expedida Relação :0056/2019 Data da Disponibilização: 15/03/2019 Data da Publicação: 18/03/2019 Número do Diário: 2768 Página: 1116/1149,H:Ativo
5584,Certidão de Publicação Expedida Relação :0456/2016 Data da Disponibilização: 13/10/2016 Data da Publicação: 14/10/2016 Número do Diário: 2220 Página: 1618/1622,H:Arquivado
5585,Suspensão do Prazo Prazo referente ao usuário foi alterado para 10/04/2019 devido à alteração da tabela de feriados Prazo referente ao usuário foi alterado para 05/04/2019 devido à alteração da tabela de feriados Prazo referente ao usuário foi alterado para 08/04/2019 devido à alteração da tabela de feriados,H:Ativo
5586,Suspensão do Prazo Prazo referente ao usuário foi alterado para 13/03/2019 devido à alteração da tabela de feriados,H:Ativo
5587,Tipo do Movimento:Juntada de Mandado ,H:Ativo
5588,Certidão de Publicação Expedida Relação :0426/2018 Data da Disponibilização: 18/12/2018 Data da Publicação: 19/12/2018 Número do Diário: 03 Página: 2590/2595,H:Suspenso
5589,Arquivado Definitivamente,H:Arquivado
5590,Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Procedimento Comum Cível - Número: 80005 - Protocolo: FSTS19000265617,H:Ativo
5591,Disponibilização no Diário da Justiça Eletrônico,H:Suspenso
5592,Trânsito em Julgado às partes - com Baixa,H:Arquivado
5593,Petição Juntada,H:Ativo
5594,Certidão de Publicação Expedida Relação :0002/2018 Data da Disponibilização: 19/01/2018 Data da Publicação: 22/01/2018 Número do Diário: 2501 Página: 58/65,H:Suspenso
5595,Autos Destruídos CÍVIL,H:Arquivado
5596,Certidão de Trânsito em Julgado com Baixa Expedida Certidão - Trânsito em Julgado com Baixa - Processo Digital,H:Arquivado
5597,Trânsito em Julgado às partes - com Baixa,H:Arquivado
5598,Arquivado Definitivamente Caixa 3940/2018,H:Arquivado
5599,Arquivado Definitivamente,H:Arquivado
5600,Arquivado Provisoriamente - Execução Frustrada,H:Suspenso
5601,Autos no Prazo prazo 19.04.2019,H:Ativo
5602,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados REARQUIVO - I VOLUME,H:Arquivado
5603,Certidão de Cartório Expedida Certidão - Genérica,H:Ativo
5604,Arquivado Provisoriamente,H:Suspenso
5605,Certidão de Publicação Expedida Relação :0036/2019 Data da Disponibilização: 17/01/2019 Data da Publicação: 21/01/2019 Número do Diário: 2730 Página: 429/477,H:Ativo
5606,Arquivado Definitivamente Arquivado definitivamente.,H:Arquivado
5607,Arquivado Definitivamente PACOTE 3026/2017 - EXTINTO,H:Arquivado
5608,Suspensão do Prazo Prazo referente ao usuário foi alterado para 01/03/2019 devido à alteração da tabela de feriados,H:Ativo
5609,Arquivado Definitivamente,H:Arquivado
5610,Réplica Juntada Nº Protocolo: WFPA.18.70494703-7 Tipo da Petição: Manifestação Sobre a Contestação Data: 03/12/2018 16:50,H:Ativo
5611,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:8361Maço recebido pelo arquivo em:04/04/2016Local de arquivamento:Arquivo Geral - Rio de Janeiro,H:Arquivado
5612,Recebido pelo Distribuidor (movimentação exclusiva do distribuidor),H:Ativo
5613,Tipo do Movimento:RemessaDestinatário:Central de Arquivamento Prazo:15 dia(s),H:Arquivado
5614,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados,H:Arquivado
5615,Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público 15 volumes do proc princ (0406051081997) + 2 volumes de AI + 1 volume emb à exec em apenso (0021066-57.2012)+ 2 volumes emb à exec e apenso (0010375-18.2011) Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo,H:Ativo
5616,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Arquivado
5617,Suspensão do Prazo Prazo referente ao usuário foi alterado para 28/05/2019 devido à alteração da tabela de feriados,H:Ativo
5618,Remetidos os Autos para a Administração - Destruição Autos destruídos em 20/02/2017.,H:Arquivado
5619,Certidão de Publicação Expedida Relação :0618/2015 Data da Disponibilização: 10/12/2015 Data da Publicação: 11/12/2015 Número do Diário: 2024 Página: 1652/1664,H:Ativo
5620,"Baixa Definitiva Ante o exposto, julgo improcedente o pedido formulado por KLEBER JAIR RICCI, condenando-o ao pagamento das custas, despesas processuais, e honorários advocatícios que fixo em 800,00 nos termos do artigo 20, §4º do Código de Processo Civil, suspensa sua exigibilidade nos termos do art. 12 da lei 1060/50. P. R. Int.",H:Arquivado
5621,Tipo do Movimento:Decurso de Prazo ,H:Ativo
5622,Baixa Definitiva arquivo geral - cx. 6152/2019,H:Arquivado
5623,Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público,H:Ativo
5624,Arquivado Definitivamente PACOTE 4840/2017,H:Arquivado
5625,Certidão de Publicação Expedida Relação :0280/2019 Data da Disponibilização: 28/03/2019 Data da Publicação: 29/03/2019 Número do Diário: 2777 Página: 1716/1735,H:Ativo
5626,Arquivado Provisoriamente,H:Suspenso
5627,Suspensão do Prazo Prazo referente ao usuário foi alterado para 31/01/2019 devido à alteração da tabela de feriados,H:Ativo
5628,Cancelada a Distribuição (movimentação exclusiva do distribuidor) distribuído por equívoco,H:Arquivado
5629,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
5630,Arquivado Definitivamente,H:Arquivado
5631,Arquivado Definitivamente - Processo Findo com Condenação Arquivado no maço 3431/2015 em 03/10/2015 recall - 9001969060046 9001969060047,H:Arquivado
5632,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
5633,Expedição de documento CSD,H:Ativo
5634,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:8843Maço recebido pelo arquivo em:06/11/2015Local de arquivamento:Arquivo Geral - Rio de Janeiro,H:Arquivado
5635,Arquivado Provisoriamente,H:Suspenso
5636,Remessa do Arquivo Remetidos os autos ao Arquivo Geral no Sub malote nº GSOFSM07986 em 14/06/2017,H:Suspenso
